	WT-4	WT-5	WT-6	aps1-1	aps1-2	aps1-3	D333A-1	D333A-2	D333A-3
SPAC16E8.09	2359	2341	2131	2053	1950	2034	1333	1549	1843
SPAC16E8.10c	669	851	853	792	634	584	1066	1118	1464
SPAC16E8.11c	562	673	826	799	683	718	806	847	1211
SPAC16E8.12c	505	550	629	629	538	505	698	796	1059
SPAC16E8.13	906	1076	1036	1062	893	920	1362	1459	1562
SPAC16E8.14c	313	346	363	376	309	327	414	453	534
SPAC16E8.15	2387	2783	3068	2523	2217	2150	3438	3592	4186
SPAC16E8.16	392	421	400	306	270	338	1012	970	949
SPAC16E8.17c	2193	2412	2299	2715	2679	2825	1529	1831	1974
SPAC16E8.18	200	228	213	223	185	227	324	314	430
SPAC16E8.18c	759	768	691	735	647	659	966	960	983
SPAC1705.02	477	486	484	415	444	367	1449	1643	1502
SPAC1705.03c	53212	57550	53347	55832	53399	58024	55199	60935	50630
SPAC1751.01c	585	576	617	488	504	529	557	589	505
SPAC1751.02c	937	1024	1083	1033	890	933	1340	1437	1671
SPAC1751.03	15438	17258	16597	16707	16806	17638	16113	17930	17837
SPAC1751.04	548	605	630	680	543	515	883	1175	1054
SPAC1782.01	2350	2522	2307	2336	2086	2314	2845	3054	3400
SPAC1782.02c	1790	2010	1958	1643	1735	1841	1737	2006	2126
SPAC1782.03	337	451	457	436	326	296	742	817	917
SPAC1782.04	2788	2764	2567	2491	2343	2519	1680	1904	1993
SPAC1782.05	1338	1322	1290	1345	1160	1014	1443	1496	1755
SPAC1782.06c	1959	1985	2053	2188	1958	1923	1464	1631	2202
SPAC1782.07	2871	2938	3167	3835	3272	3064	2741	3137	3318
SPAC1782.08c	1934	2195	2397	2678	2259	2187	1989	2060	2774
SPAC1782.09c	854	951	839	994	975	1049	705	770	786
SPAC1782.10c	5672	5974	6105	5553	4398	4295	6574	7035	8236
SPAC1782.11	7591	7912	7651	7981	8006	8644	11261	12237	11267
SPAC1782.12c	455	396	479	560	632	559	507	511	577
SPAC1783.01	818	882	721	823	859	883	1042	1221	1223
SPAC1783.02c	1141	1278	1318	1426	1403	1357	1445	1769	1789
SPAC1783.03	404	410	471	425	384	405	459	481	594
SPAC1783.04c	1939	2264	2017	2230	2365	2369	2085	2413	2375
SPAC1783.05	1605	1958	2025	2300	1823	1908	1991	2099	2737
SPAC1783.06c	81	109	92	109	109	122	156	145	149
SPAC1783.07c	5630	6228	5813	4965	4913	5466	7145	7877	7187
SPAC1783.08c	17105	19155	17983	18218	19487	20738	16426	17504	17430
SPAC1786.01c	6318	6721	6144	7483	7385	7833	7947	8436	9425
SPAC1786.02	15651	17189	17421	24783	26155	27428	15689	18155	13393
SPAC1786.03	1618	1753	1540	1815	1654	1823	1571	1859	1784
SPAC1786.04	2	0	0	1	0	0	2	3	2
SPAC17A2.01	736	772	780	842	835	851	1089	1271	925
SPAC17A2.02c	8173	8929	8600	8538	8375	9455	10442	12651	12097
SPAC17A2.03c	5637	6311	5837	6316	5922	6499	5451	6287	6868
SPAC17A2.04c	734	865	729	810	652	610	908	1098	1179
SPAC17A2.05	3065	2995	3022	3107	3072	3215	3706	3925	3658
SPAC17A2.06c	1835	1985	1884	2129	1925	2007	2004	2139	2219
SPAC17A2.07c	132	200	153	149	151	180	131	134	149
SPAC17A2.08c	314	458	504	462	360	344	491	583	704
SPAC17A2.09c	2270	2245	2440	2833	2455	2862	1971	2174	1618
SPAC17A2.10c	8	9	13	16	5	10	6	1	1
SPAC17A2.11	48	72	66	64	43	60	11	19	9
SPAC17A2.12	1148	1232	1203	1218	1090	1157	1183	1249	1220
SPAC17A2.13c	13065	14608	13545	13468	13706	14085	13358	15188	15178
SPAC17A2.14	3518	3718	3573	3921	3749	3870	2671	2887	3184
SPAC17A5.01	923	937	928	1139	983	976	1155	1248	1523
SPAC17A5.02c	462	590	641	672	546	572	632	698	908
SPAC17A5.03	18942	21925	20654	22361	22330	22594	13170	13327	16730
SPAC17A5.04c	866	999	808	868	827	845	716	777	803
SPAC17A5.05c	415	494	432	505	449	467	340	369	357
SPAC17A5.06	1383	1543	1530	1550	1282	1322	1327	1553	1965
SPAC17A5.07c	936	1251	1216	1097	1075	965	1373	1446	1877
SPAC17A5.08	4665	5022	5048	5114	4655	4642	6162	7155	7255
SPAC17A5.09c	582	709	767	678	632	562	1160	1206	1291
SPAC17A5.10	1366	1578	1457	1255	1209	1327	1579	1902	1932
SPAC17A5.11	52	57	55	71	63	83	39	47	79
SPAC17A5.12	630	855	866	780	678	627	886	903	1190
SPAC17A5.13	1452	1603	1645	1842	1596	1723	915	1004	1225
SPAC17A5.14	3665	3733	3730	4101	3392	3674	2416	2564	3239
SPAC17A5.15c	18316	20624	19274	20049	19788	20767	20202	21646	21228
SPAC17A5.16	2179	2254	2259	2321	2085	2335	2461	2878	2860
SPAC17A5.18c	32	43	30	26	34	27	73	68	98
SPAC17A5.19	59	74	95	119	108	100	73	105	126
SPAC17C9.01c	672	758	794	689	629	584	1035	1068	1207
SPAC17C9.02c	526	502	473	631	563	637	310	346	429
SPAC17C9.03	10000	12247	12121	14133	12230	12177	11005	11424	16030
SPAC17C9.05c	429	441	399	417	371	352	409	435	522
SPAC17C9.06	2129	2422	2361	2224	2189	2315	2752	3075	2805
SPAC17C9.07	2452	2596	2568	2422	2495	2755	3804	4218	3759
SPAC17C9.08	494	609	732	693	554	541	906	964	1245
SPAC17C9.09c	2287	2278	2586	2530	2222	1986	2706	3076	3399
SPAC17C9.10	9533	11005	10310	6485	6998	7893	16158	19317	14669
SPAC17C9.11c	362	440	438	412	326	342	698	771	761
SPAC17C9.12	3620	4023	3690	3967	4010	4147	3269	3945	4315
SPAC17C9.13c	2753	2885	2986	2799	2556	2473	3057	3260	3750
SPAC17C9.14	512	632	802	673	554	492	1254	1189	1531
SPAC17C9.15c	1388	1435	1344	1626	1332	1307	1306	1470	1650
SPAC17C9.16c	1544	1598	1802	3796	3134	3530	2071	2126	2198
SPAC17D4.01	14848	16223	16010	21226	18655	18831	11765	12922	13512
SPAC17D4.02	437	570	612	824	689	625	766	776	828
SPAC17D4.03c	2774	3036	3020	3577	3128	3405	3789	4262	3684
SPAC17D4.04	1020	1310	1337	1462	1178	1134	1515	1572	2325
SPAC17G6.02c	0	0	0	0	0	0	0	0	0
SPAC17G6.03	891	920	1017	829	615	768	1361	1600	1313
SPAC17G6.04c	1514	1694	1652	1817	1566	1648	1442	1582	1677
SPAC17G6.05c	631	692	638	739	617	711	409	540	534
SPAC17G6.06	7772	9507	9887	10385	9694	9528	13760	15116	13914
SPAC17G6.07c	653	873	882	773	662	590	1251	1397	1759
SPAC17G6.08	544	657	617	708	556	598	801	815	1015
SPAC17G6.09	4301	4585	4245	4018	4001	4326	4682	5265	5112
SPAC17G6.10	1403	1725	1637	2084	1744	1669	1798	1889	2667
SPAC17G6.11c	1877	2066	1970	2154	2294	2255	2419	2740	2184
SPAC17G6.12	443	524	537	711	571	600	411	480	735
SPAC17G6.13	687	831	750	675	623	589	1340	1255	3777
SPAC17G6.14c	13927	15555	14293	14234	14121	15033	12215	13420	14375
SPAC17G6.15c	5506	5939	5860	6164	6415	6882	8499	9345	7997
SPAC17G6.16c	1674	2076	2023	2284	1946	2109	2473	2679	3494
SPAC17G6.17	497	693	745	616	527	543	681	780	1053
SPAC17G8.01c	1350	1443	1421	1549	1353	1334	1104	1280	1490
SPAC17G8.02	1374	1509	1558	1432	1312	1392	1952	2279	2143
SPAC17G8.03c	1319	1461	1385	1774	1413	1403	1376	1512	1690
SPAC17G8.04c	4065	4227	4187	4674	4703	4782	4654	5413	5401
SPAC17G8.05	409	486	463	548	497	470	462	555	598
SPAC17G8.06c	22620	24261	22957	21530	20628	21709	21050	21526	18702
SPAC17G8.07	1028	1153	1104	1200	1050	1036	1474	1540	1627
SPAC17G8.08c	4509	4824	4583	4628	4710	4755	5345	6004	6207
SPAC17G8.09	170	241	227	191	180	139	414	504	570
SPAC17G8.10c	1461	1588	1559	1360	1268	1508	1835	2081	1976
SPAC17G8.11c	1077	1129	1081	1157	1211	1256	1845	2170	1669
SPAC17G8.12	1587	1633	1524	1718	1439	1522	1621	1738	1916
SPAC17G8.13c	844	808	883	945	742	711	1066	1151	1429
SPAC17G8.14c	2057	1993	1953	2163	1955	1965	2130	2322	2488
SPAC17G8.15	95	122	143	129	113	116	210	298	291
SPAC17H9.01	648	803	748	778	637	617	678	761	974
SPAC17H9.02	1097	1330	1311	1551	1290	1182	1845	1702	2378
SPAC17H9.03c	423	406	440	481	416	374	479	545	541
SPAC17H9.04c	11717	12447	11382	12203	11929	12628	7820	8924	8521
SPAC17H9.05	2827	3559	3694	3210	2639	2565	4687	5010	5861
SPAC17H9.06c	274	369	433	270	243	249	587	627	665
SPAC17H9.07	742	876	930	944	743	704	1368	1538	1445
SPAC17H9.08	1424	1446	1532	1583	1464	1457	1447	1674	1688
SPAC17H9.09c	1217	1276	1266	1228	1070	1083	1254	1455	1395
SPAC17H9.10c	2675	2522	2451	2954	2467	2570	2091	2169	2610
SPAC17H9.11	1150	1349	1178	1201	1168	1234	1586	1802	1581
SPAC17H9.12c	1315	1424	1390	1836	1715	1680	989	1199	1555
SPAC17H9.13c	1600	1695	1762	1915	1688	1625	2748	2732	3272
SPAC17H9.14c	8444	8990	9015	9207	9611	9667	11634	12944	14169
SPAC17H9.16	1532	1699	1843	2153	1703	1609	2491	2647	2920
SPAC17H9.17c	535	588	568	653	538	514	497	584	561
SPAC17H9.18c	1	0	0	0	0	0	0	2	3
SPAC17H9.19c	2000	2063	1969	2116	1858	2050	994	942	1024
SPAC17H9.20	1071	970	998	1253	1011	1018	600	701	986
SPAC1805.01c	2371	2493	2402	2801	2521	2790	2714	2758	3050
SPAC1805.02c	1208	1618	1710	1554	1378	1410	1837	2055	2406
SPAC1805.03c	118	197	190	200	146	124	264	265	392
SPAC1805.04	3313	3498	3059	3328	3120	3415	2792	3037	3148
SPAC1805.05	8669	8578	7846	8977	8433	8453	5537	5962	6411
SPAC1805.06c	5256	5916	5681	5531	5252	5378	7847	8657	8215
SPAC1805.07c	506	543	501	494	436	526	486	601	584
SPAC1805.08	2349	2480	2393	2567	2367	2477	3505	4119	3831
SPAC1805.09c	75	90	85	107	84	83	121	149	161
SPAC1805.10	1242	921	910	874	758	831	905	969	1113
SPAC1805.11c	18289	21351	18884	19305	20414	21295	10722	11078	13686
SPAC1805.12c	12428	14857	14109	14171	13112	13160	13938	14264	13359
SPAC1805.13	11338	12586	11939	10726	11242	11646	14653	13429	12436
SPAC1805.14	1422	1592	1562	1891	1596	1596	1630	1778	1766
SPAC1805.15c	605	566	540	663	582	559	565	513	772
SPAC1805.16c	1771	1778	1795	1829	1930	2077	2753	3081	2328
SPAC1805.17	4980	5349	4901	4857	4614	4745	3398	3848	4928
SPAC1805.18	795	818	792	855	758	753	823	927	961
SPAC1834.01	10526	10776	10256	11725	11032	11571	6045	6637	7994
SPAC1834.02	7496	8231	7677	7315	7124	7579	8394	9098	9163
SPAC1834.03c	17234	18244	19006	18193	19443	21090	23758	27632	34695
SPAC1834.04	22135	22243	24273	22360	23373	24641	25866	27202	39193
SPAC1834.05	3529	3953	3856	4415	4406	4781	4324	4813	4662
SPAC1834.06c	2238	2131	2050	2539	2250	2203	1887	2067	2443
SPAC1834.07	571	687	827	888	687	615	932	1074	1338
SPAC1834.08	2534	2515	2368	2343	2091	2331	2100	2186	2439
SPAC1834.09	181	193	167	165	153	148	276	283	320
SPAC1834.10c	581	704	784	958	734	665	1167	1262	1249
SPAC1834.11c	5597	6310	5620	5720	5487	5809	5129	5542	5770
SPAC1834.13	11	17	16	8	8	9	12	12	20
SPAC1851.02	2280	2672	2592	2704	2777	2917	3478	4016	4153
SPAC1851.03	4253	4523	4023	4745	4239	4471	3276	3508	4037
SPAC1851.04c	866	931	895	1041	868	929	973	895	1133
SPAC186.01	336	322	458	245	217	183	428	142	321
SPAC186.02c	22	12	18	1	3	1	38	3	26
SPAC186.03	4	1	2	4	1	3	1	8	10
SPAC186.04c	1	3	2	46	49	34	1	43	4
SPAC186.05c	8	13	18	3019	2892	3100	11	5008	229
SPAC186.06	0	2	0	52	52	64	2	628	19
SPAC186.07c	2	1	3	1	2	1	0	12	5
SPAC186.08c	0	0	0	10	14	10	1	3	2
SPAC186.09	0	1	0	7	6	5	0	31	6
SPAC18B11.02c	855	1038	1053	981	923	954	1104	1252	1489
SPAC18B11.03c	848	792	844	824	764	801	928	1062	1080
SPAC18B11.04	2183	2431	2287	2461	2453	2496	2750	3254	3103
SPAC18B11.05	2136	2302	2317	2357	2350	2564	3711	4262	3721
SPAC18B11.06	759	885	911	881	759	720	1204	1265	1366
SPAC18B11.07c	3411	3536	3348	3353	3414	3422	3247	3917	3804
SPAC18B11.08c	786	838	770	762	770	916	828	1014	1072
SPAC18B11.09c	244	248	256	307	237	192	440	433	697
SPAC18B11.10	2208	2405	2261	2742	2634	2736	1606	1862	2099
SPAC18B11.11	1227	1273	1043	1250	1074	1231	880	934	1142
SPAC18G6.01c	276	271	270	346	257	253	449	503	609
SPAC18G6.02c	662	858	805	883	637	681	908	1082	1060
SPAC18G6.03	14187	14742	13488	12664	12921	13926	9550	10855	11493
SPAC18G6.04c	2810	2922	2748	3226	2840	2772	1444	1621	2296
SPAC18G6.05c	5460	5804	5499	5735	5263	5723	5823	6108	6178
SPAC18G6.06	837	1067	1122	1080	841	854	1282	1380	1657
SPAC18G6.07c	3866	3862	3716	4222	3806	3683	3631	3959	4022
SPAC18G6.09c	998	895	899	621	642	696	812	1024	681
SPAC18G6.10	3051	3460	3016	3191	3065	3316	2707	3086	3233
SPAC18G6.11c	4271	4403	3991	3825	3413	3615	4217	4509	4680
SPAC18G6.12c	1249	1259	1313	1573	1412	1436	608	708	646
SPAC18G6.13	197	245	239	239	211	188	307	376	319
SPAC18G6.14c	92456	110072	105667	94551	100717	106372	114814	134401	122344
SPAC18G6.15	1727	1971	1957	2239	1922	1698	2169	2352	2787
SPAC1952.01	970	1054	1148	1170	1117	1170	1075	1336	1223
SPAC1952.02	626	792	855	876	780	670	1210	1263	1377
SPAC1952.03	487	601	687	636	487	458	1050	1168	1319
SPAC1952.04c	536	607	596	577	586	584	774	845	667
SPAC1952.05	1067	1154	1058	1250	1046	1038	1024	1122	1322
SPAC1952.06c	944	1093	1115	1199	862	876	1357	1405	1732
SPAC1952.07	426	463	527	516	462	479	386	420	493
SPAC1952.08c	1539	1733	1902	1959	1526	1543	2463	2565	3427
SPAC1952.09c	3012	3125	2887	2688	2450	2638	4739	5548	4133
SPAC1952.10c	730	785	765	807	786	862	1153	1416	1151
SPAC1952.11c	2130	2368	2255	2605	2442	2331	1871	2144	2476
SPAC1952.12c	1130	1165	1122	1159	972	1020	748	774	743
SPAC1952.13	1655	1868	1801	1694	1639	1701	1914	1968	2212
SPAC1952.14c	737	880	853	941	875	835	1080	1331	1289
SPAC1952.15c	73	84	110	86	57	52	160	244	173
SPAC1952.16	2034	2150	1954	2119	1825	2097	1582	1803	1809
SPAC1952.17c	257	298	390	298	269	225	504	545	816
SPAC19A8.01c	1491	1547	1516	1687	1539	1721	1681	1977	1638
SPAC19A8.02	1616	1642	1579	2164	1864	1830	1583	1656	2033
SPAC19A8.03	2859	3172	3088	2971	2600	2917	3328	3767	3664
SPAC19A8.04	28667	34074	32009	30037	30614	33135	37755	42736	42930
SPAC19A8.05c	811	784	689	854	766	785	620	662	937
SPAC19A8.06	1013	1132	1122	1144	1086	1115	1869	1947	1951
SPAC19A8.07c	1700	2014	1966	2080	1967	1813	2325	2528	2535
SPAC19A8.08	1234	1469	1411	1507	1274	1221	1423	1410	1898
SPAC19A8.09	254	281	261	296	261	283	325	435	438
SPAC19A8.10	1063	1047	1066	902	771	782	1237	1277	1340
SPAC19A8.11c	504	549	644	666	536	481	643	730	969
SPAC19A8.12	3004	3009	2739	3631	3207	3237	1652	1798	2444
SPAC19A8.13	698	859	881	1123	895	846	949	1074	1222
SPAC19A8.14	477	565	583	608	557	571	603	689	746
SPAC19A8.15	10889	12230	11357	10900	10389	11271	18210	19507	15100
SPAC19A8.16	52	38	59	32	46	38	139	124	179
SPAC19B12.01	1763	2011	1880	2279	1866	1789	2183	2300	2546
SPAC19B12.02c	40086	45043	41337	38868	38027	42559	49169	54325	35234
SPAC19B12.03	7338	7588	7143	7349	7117	7557	9617	10448	8484
SPAC19B12.04	4515	5231	4970	4684	4529	4893	8679	10519	8105
SPAC19B12.05c	1182	1432	1613	1482	1216	1305	1937	2094	2817
SPAC19B12.06c	3989	4580	4319	4520	4433	4547	6888	8241	7799
SPAC19B12.07c	300	392	368	429	339	311	598	708	806
SPAC19B12.08	843	954	905	852	786	843	1332	1645	1436
SPAC19B12.09	634	734	796	778	681	656	1203	1424	1480
SPAC19B12.10	670	628	605	899	600	628	643	629	785
SPAC19B12.11c	1521	1644	1732	1840	1492	1370	2130	2238	2298
SPAC19B12.12c	166	173	187	184	151	155	222	235	287
SPAC19B12.13	143	180	150	170	163	159	88	98	158
SPAC19D5.01	343	392	353	445	426	435	472	563	476
SPAC19D5.02c	1157	1438	1539	1344	1180	1115	2002	2343	2684
SPAC19D5.03	651	658	586	825	716	675	547	615	719
SPAC19D5.04	3285	3339	3057	3437	2946	3205	3957	3877	3885
SPAC19D5.05c	1490	1458	1374	1534	1330	1312	1750	1988	1882
SPAC19D5.06c	1027	1153	1043	969	1038	1116	991	1048	1151
SPAC19D5.07	271	263	281	398	390	363	319	296	270
SPAC19D5.09c	3	3	3	2	0	3	4	4	8
SPAC19D5.10c	5	8	2	6	8	3	9	8	8
SPAC19D5.11c	102	142	118	141	95	82	135	161	194
SPAC19E9.01c	2058	2452	2286	2313	2042	2278	2723	3014	3038
SPAC19E9.02	1288	1525	1584	1690	1363	1487	1310	1339	1494
SPAC19E9.03	10667	11350	11174	6171	5989	6862	23156	27010	15591
SPAC19G12.01c	450	437	389	562	451	440	271	309	346
SPAC19G12.02c	726	883	999	1013	874	820	1225	1413	1511
SPAC19G12.03	1151	1253	1231	1076	991	1060	1078	1210	1145
SPAC19G12.04	136	136	191	216	143	180	192	243	249
SPAC19G12.05	3383	3669	3362	3415	3499	3703	5323	6217	4821
SPAC19G12.06c	22150	23171	23717	20113	21423	23617	23389	26951	31237
SPAC19G12.07c	1158	1409	1254	1304	1350	1417	2012	2199	2082
SPAC19G12.08	14647	15856	15567	14388	14973	16792	16719	19256	16539
SPAC19G12.09	2628	2868	2805	1762	1886	1857	5992	7016	7834
SPAC19G12.10c	33040	36676	34151	29548	33081	34250	60181	65453	58031
SPAC19G12.11	2023	2293	2241	2078	2127	2153	3335	4078	3841
SPAC19G12.12	1037	1060	1020	1324	1075	1206	932	1006	1137
SPAC19G12.13c	380	413	482	426	387	350	577	616	830
SPAC19G12.14	5038	5509	4912	5649	5335	5662	3287	3665	4188
SPAC19G12.15c	5897	6494	5950	6119	5695	6032	5209	5591	6316
SPAC19G12.16c	17129	18887	17758	20143	20388	22347	17043	19121	14601
SPAC19G12.17	332	414	391	441	369	380	510	597	592
SPAC1A6.01c	548	582	681	591	488	460	965	1032	1255
SPAC1A6.02	954	1142	1232	1383	991	920	1532	1587	1968
SPAC1A6.03c	7725	8438	7983	8600	8819	9504	8634	9781	8887
SPAC1A6.04c	42493	46040	47019	37802	37959	40028	55784	58316	48947
SPAC1A6.05c	1862	1897	1808	2299	1848	1992	1936	1898	2248
SPAC1A6.06c	92	90	77	90	73	77	235	246	201
SPAC1A6.07	4119	4357	3724	4970	4811	5189	3474	3665	4522
SPAC1A6.08c	85	117	98	100	81	69	514	415	346
SPAC1A6.09c	7407	7987	7772	8383	8209	8119	8241	9054	9345
SPAC1A6.10	2561	2848	2762	3166	3022	3127	2569	2808	2876
SPAC1A6.11	23	25	21	27	18	23	50	69	43
SPAC1B1.01	4911	5537	5052	6180	6159	6474	4620	5162	5007
SPAC1B1.02c	1903	2112	1926	2390	2126	2149	1394	1687	1636
SPAC1B1.03c	6475	6900	6365	6716	6312	6754	4903	5102	5490
SPAC1B1.04c	2140	2606	2324	2578	2583	2657	2316	2434	2905
SPAC1B2.02c	3019	3417	2922	3428	3131	3159	3061	3347	3651
SPAC1B2.03c	4139	3424	3713	3051	2961	3275	2798	3139	2820
SPAC1B2.04	3179	3499	3595	4181	3875	3668	3940	4729	4927
SPAC1B2.05	1578	1700	1754	2040	1757	1991	2076	2157	1904
SPAC1B2.06	237	239	251	287	274	288	248	304	292
SPAC1B3.01c	3056	3375	3130	3089	2819	2858	2482	2773	3166
SPAC1B3.02c	1112	1327	1260	1399	1198	1249	1769	2028	2177
SPAC1B3.03c	5081	5825	5489	4297	4372	3908	6467	6573	12499
SPAC1B3.04c	314	293	371	434	324	306	211	234	184
SPAC1B3.05	1781	2271	2306	2563	2212	2100	1854	2243	3012
SPAC1B3.06c	590	675	769	581	525	587	2016	2169	1581
SPAC1B3.07c	579	665	722	793	627	672	1097	1135	1355
SPAC1B3.08	3964	4225	4076	3707	3715	3886	4903	5671	5375
SPAC1B3.09c	3537	3820	3998	4609	4087	4058	3701	4142	4986
SPAC1B3.10c	658	725	672	816	750	850	637	714	759
SPAC1B3.11c	88	98	104	136	93	81	145	146	138
SPAC1B3.12c	5178	5734	5522	5289	5132	5314	6300	7033	6652
SPAC1B3.13	7494	7748	7263	7143	6628	6920	7975	8504	7341
SPAC1B3.14	5722	6180	6516	6131	6151	6390	6910	8172	8056
SPAC1B3.15c	1152	1213	1303	1510	1438	1558	1151	1344	1247
SPAC1B3.16c	12299	12726	12793	10008	9192	11267	20164	22041	15816
SPAC1B3.17	1221	1371	1267	1427	1306	1483	1369	1746	1431
SPAC1B3.18c	1263	1399	1316	1343	1163	1353	1088	1229	1141
SPAC1B3.20	311	324	445	335	249	276	444	506	612
SPAC1B3.21	0	0	0	0	0	0	0	0	0
SPAC1B9.02c	3360	3482	3081	3485	3078	3310	2474	2738	3275
SPAC1B9.03c	1693	2027	2272	1998	1657	1558	2459	2778	3207
SPAC1D4.01	330	358	457	377	315	315	774	717	827
SPAC1D4.02c	834	967	869	917	843	876	868	1020	1170
SPAC1D4.03c	1019	1148	1089	981	984	1027	1089	1345	1314
SPAC1D4.04	7009	7741	7338	7874	7164	7216	5929	6517	7355
SPAC1D4.05c	2983	3007	2934	3090	2902	3106	4066	4786	4067
SPAC1D4.06c	425	429	441	345	354	300	706	827	949
SPAC1D4.08	6296	7422	6647	6541	7022	8221	6743	8194	7541
SPAC1D4.09c	609	786	774	783	563	590	1107	1156	1541
SPAC1D4.10	1867	1857	1709	2075	1894	1957	1426	1594	2103
SPAC1D4.11c	1724	1831	1816	2343	1991	2402	1984	2384	1925
SPAC1D4.12	2403	2556	2470	2639	2469	2685	2973	3510	2959
SPAC1D4.13	2362	2681	2767	2809	2352	2373	1994	2319	2747
SPAC1D4.14	1579	1632	1566	1935	1526	1530	1306	1449	1889
SPAC1F12.02c	51336	52725	51804	57416	51345	49819	53254	53080	51219
SPAC1F12.04c	792	801	827	1276	1034	1103	518	532	649
SPAC1F12.05	3684	3987	3535	3690	3468	3879	3795	4400	3605
SPAC1F12.06c	229	251	294	237	176	191	401	407	437
SPAC1F12.07	17939	21423	20742	14869	15927	16725	30729	35377	27975
SPAC1F12.08	298	367	467	545	425	321	419	442	617
SPAC1F12.09	979	1189	1294	1173	1064	968	1471	1544	1871
SPAC1F12.10c	1196	1095	1180	1079	826	777	1190	1415	1387
SPAC1F3.01	1334	1733	1947	2021	1558	1506	2064	2084	2958
SPAC1F3.02c	1067	1108	1123	1354	1337	1303	1107	1200	1636
SPAC1F3.03	1349	1474	1396	1606	1405	1604	1581	1796	1867
SPAC1F3.04c	589	643	752	777	687	643	965	1099	1238
SPAC1F3.05	4310	4534	4232	5056	4956	5332	3876	4197	4528
SPAC1F3.06c	1421	1970	2142	1739	1494	1554	2141	2082	2981
SPAC1F3.07c	3370	3645	3326	3900	3752	3977	1748	2027	2452
SPAC1F3.08c	2	2	4	0	0	0	5	6	3
SPAC1F3.09	6237	6850	6218	6210	5962	6013	5525	5966	5681
SPAC1F3.10c	540	534	489	514	387	421	437	515	632
SPAC1F5.02	18051	19955	17759	16526	16690	18392	16207	18171	20168
SPAC1F5.03c	5279	5757	5619	5795	5592	5798	6872	7584	7306
SPAC1F5.04c	2205	2565	2526	2432	2226	2419	1930	1981	2327
SPAC1F5.05c	2528	2772	2773	2965	2971	3160	3227	3889	3828
SPAC1F5.06	3634	4279	4198	4469	4161	4496	5745	6177	6650
SPAC1F5.07c	857	879	926	1118	931	967	597	745	962
SPAC1F5.08c	1721	2061	1966	1786	1763	1814	3069	3576	3506
SPAC1F5.09c	109	111	147	133	110	113	137	160	226
SPAC1F5.10	1169	1459	1603	1572	1205	1340	2066	2094	2795
SPAC1F5.11c	1549	1717	1556	1684	1537	1540	1402	1569	1795
SPAC1F7.01c	2123	2341	2259	2463	2014	2112	2331	2342	3180
SPAC1F7.02c	6778	7287	7027	7781	7200	6925	6102	6441	7408
SPAC1F7.03	5306	5656	5590	5434	5320	5673	6709	7411	5980
SPAC1F7.04	22898	26174	24409	23102	24015	25572	40880	47949	40567
SPAC1F7.05	20449	22834	20761	21815	19604	22925	19399	20453	19289
SPAC1F7.06	8	6	6	10	6	2	7	11	8
SPAC1F7.07c	837	829	732	360	371	428	2842	3238	2691
SPAC1F7.08	165	192	174	85	72	94	884	917	920
SPAC1F7.09c	806	950	859	955	897	966	787	792	804
SPAC1F7.10	352	393	362	381	395	376	425	421	388
SPAC1F7.11c	1280	1356	1460	1590	1575	1532	1966	1995	1854
SPAC1F7.12	1766	1994	2017	1780	1839	1872	2680	3080	2820
SPAC1F7.13c	46497	54990	51131	46682	49647	52248	27476	26828	34219
SPAC1F7.14c	203	203	187	128	161	190	287	343	294
SPAC1F8.01	82	101	75	56	60	61	68	86	100
SPAC1F8.02c	5	4	3	0	2	1	45	41	22
SPAC1F8.03c	9	3	10	5	4	3	509	538	618
SPAC1F8.04c	19	32	28	17	16	12	39	30	50
SPAC1F8.05	387	474	391	260	296	275	811	954	729
SPAC1F8.06	900	897	1029	1980	2152	2182	1880	2277	1659
SPAC1F8.07c	84618	100661	93711	116385	130056	134132	55882	59355	80650
SPAC1F8.08	239	293	290	178	150	159	240	272	297
SPAC20G4.01	1752	1906	2041	2332	1962	2147	1866	2024	2225
SPAC20G4.02c	255	304	364	272	210	192	446	553	538
SPAC20G4.03c	480	584	583	620	471	584	690	681	876
SPAC20G4.04c	201	275	293	258	237	243	480	544	576
SPAC20G4.05c	526	585	504	652	583	524	405	417	500
SPAC20G4.06c	7952	8622	8204	7687	7986	8260	8527	10728	10136
SPAC20G4.07c	3896	4362	4371	4996	5220	5587	5472	6284	5594
SPAC20G4.08	2286	2341	2310	2784	2615	2719	1540	1841	2017
SPAC20G4.09	4	5	6	1	3	3	8	13	8
SPAC20G8.01	452	552	599	705	559	519	602	642	891
SPAC20G8.02	1484	1563	1382	1802	1663	1615	958	1100	1301
SPAC20G8.03	8485	9175	9448	9827	8667	9484	10798	12546	12032
